facility_num,hour_start,footfall_plan_b,plan_name,footfall_col,zscore_hod_baseline,is_anomaly_hod,matrix_profile_score,is_matrix_profile_anomaly,stl_score,is_stl_anomaly,isolation_forest_score,is_isolation_forest_anomaly,markov_score,markov_journey_count,is_markov_hour_anomaly,is_anomaly_consensus,zscore_score,zscore_norm,matrix_profile_norm,stl_norm,isolation_forest_norm,markov_norm,ensemble_score,method_agreement_count,is_consensus_anomaly
66333,2026-04-24 06:00:00+00:00,70.56,plan_b,footfall_plan_b,0.7324005412120181,False,1.3532881696110386,False,0.6569594549361784,False,0.4403060515603074,False,,,False,False,0.7324005412120181,0.3077670623880058,0.14071223308293793,0.008796187640347432,0.19658562560550852,0.0,0.130772,0,False
66338,2026-04-24 20:00:00+00:00,0.5,plan_b,footfall_plan_b,-0.7351348793881178,False,0.8878941330437222,False,11.761807337829378,False,0.39108527948050575,False,,,False,False,0.7351348793881178,0.3089160774155492,0.09232147964297273,0.15748165819945956,0.09504976302169492,0.0,0.130754,0,False
66333,2026-04-22 07:00:00+00:00,0.34,plan_b,footfall_plan_b,-1.0316281850498255,False,1.9137560271195133,False,0.13163353239624434,False,0.35350682246169196,False,,,False,False,1.0316281850498255,0.43350756604307766,0.198988574790628,0.0017624729228253538,0.017530437607866507,0.0,0.130358,0,False
66333,2026-04-21 12:00:00+00:00,2.4,plan_b,footfall_plan_b,-0.9682327615655584,False,0.10563418658492799,False,4.602376021330598,False,0.37110904512211496,False,77.2422477526438,3.0,False,False,0.9682327615655584,0.4068677396684159,0.010983634245865868,0.061622315914446245,0.053841466177689014,0.11833055490281211,0.130329,0,False
66331,2026-04-21 00:00:00+00:00,5.55,plan_b,footfall_plan_b,-0.6097508163381397,False,0.9597896937234887,False,0.22589269970804204,False,0.42264961854202315,False,85.4286014027685,34.0,False,False,0.6097508163381397,0.2562275790000444,0.09979703815236804,0.0030245315114760373,0.16016276832569556,0.13087156449580084,0.130017,0,False
66333,2026-04-21 17:00:00+00:00,1.69,plan_b,footfall_plan_b,-1.0044485271806127,False,0.6914851696704161,False,3.3010430614074453,False,0.353618010873369,False,61.21767650176819,2.0,False,False,1.0044485271806127,0.4220862153088527,0.07189926325597341,0.04419845693495291,0.01775980441403223,0.09378185955324081,0.129945,0,False
66330,2026-04-25 04:00:00+00:00,12.79,plan_b,footfall_plan_b,-0.04273648233257626,False,1.9768900036976866,False,0.21283869440037195,False,0.4710062154087199,False,106.59851768794343,14.0,False,False,0.04273648233257626,0.017958590804053428,0.20555312107663745,0.0028497483048693035,0.25991595315012955,0.16330262410572896,0.129916,0,False
66336,2026-04-25 03:00:00+00:00,21.68,plan_b,footfall_plan_b,0.6010128620726463,False,2.1075225364180072,False,0.3032376653958591,False,0.4287570991154605,False,,,False,False,0.6010128620726463,0.2525557432158691,0.21913603401796575,0.0040601217996048015,0.1727616830122111,0.0,0.129703,0,False
66331,2026-04-25 23:00:00+00:00,21.88,plan_b,footfall_plan_b,0.11637575880352433,False,0.827859868735432,False,0.9086896734590079,False,0.43691801191214213,False,202.00261592432264,95.0,False,False,0.11637575880352433,0.04890305700875697,0.08607923532132258,0.012166663885472148,0.18959655343925155,0.3094560597290048,0.12924,0,False
66332,2026-04-20 01:00:00+00:00,9.64,plan_b,footfall_plan_b,-0.3936022755932437,False,0.0,False,0.37918042544924396,False,0.42405149164285677,False,203.02950621109332,6.0,False,False,0.3936022755932437,0.16539831593802634,0.0,0.005076937620332047,0.16305464483456888,0.3110291949107645,0.128912,0,False
66340,2026-04-21 07:00:00+00:00,191.03,plan_b,footfall_plan_b,-0.12707181462269102,False,0.7002718165913063,False,0.7241104213453015,False,0.4528960033298767,False,186.26450790720713,8.0,False,False,0.12707181462269102,0.05339772009728425,0.07281288146184685,0.009695288028243813,0.22255701042530104,0.2853462091100871,0.128762,0,False
66338,2026-04-25 01:00:00+00:00,1.77,plan_b,footfall_plan_b,0.30832387373945663,False,0.27939534299785906,False,0.48373684820343793,False,0.4071211797339329,False,228.0620443190217,1.0,False,False,0.30832387373945663,0.1295628929053635,0.029050976361894777,0.006476868630745358,0.12812967818230822,0.3493775626903074,0.12852,0,False
66340,2026-04-25 03:00:00+00:00,97.06,plan_b,footfall_plan_b,-0.01777826703383292,False,1.2720742854052358,False,0.19495508544187923,False,0.4211573937096854,False,221.2343187510366,4.0,False,False,0.01777826703383292,0.007470727711775888,0.1322677736835609,0.0026103003771417357,0.15708450829201,0.33891789096025804,0.12767,0,False
66336,2026-04-20 01:00:00+00:00,26.16,plan_b,footfall_plan_b,-0.7352989011769455,False,0.0,False,0.26259651444822135,False,0.4154384157208034,False,117.62249913004193,2.0,False,False,0.7352989011769455,0.3089850021381219,0.0,0.003515967686334852,0.14528702242044508,0.180190711638593,0.127596,0,False
66330,2026-04-21 02:00:00+00:00,7.57,plan_b,footfall_plan_b,-0.2937983110803796,False,0.9830278220695233,False,0.3542092624191569,False,0.4456880616366259,False,130.16888428546974,11.0,False,False,0.2937983110803796,0.12345900644220083,0.10221329287598561,0.004742592731983205,0.20768799179041492,0.19941103161452692,0.127503,0,False
66340,2026-04-26 02:00:00+00:00,62.3,plan_b,footfall_plan_b,-0.4202870659622662,False,0.6342680777495369,False,0.14131624689926386,False,0.43504786646711574,False,135.01284573510878,4.0,False,False,0.4202870659622662,0.17661171500067993,0.06594994295931206,0.0018921171086217928,0.18573869378174596,0.20683169404914642,0.127405,0,False
66332,2026-04-26 22:00:00+00:00,28.91,plan_b,footfall_plan_b,-0.5380683483992913,False,0.0,False,0.2994403015546227,False,0.4305595292062923,False,150.28563375501113,5.0,False,False,0.5380683483992913,0.22610539675021546,0.0,0.004009277984761721,0.17647985496048757,0.2302287019546577,0.127365,0,False
66338,2026-04-21 04:00:00+00:00,2.1,plan_b,footfall_plan_b,0.7695238192369213,False,1.5263262415814676,False,0.03205104975292373,False,0.4197784034766806,False,,,False,False,0.7695238192369213,0.3233668900520192,0.15870439030568484,0.0004291391889994439,0.1542398360756582,0.0,0.127348,0,False
66336,2026-04-26 04:00:00+00:00,26.5,plan_b,footfall_plan_b,-0.24683942950701315,False,1.591573515968588,False,0.697862281724268,False,0.41346899436771,False,141.48172526088226,9.0,False,False,0.24683942950701315,0.10372609224890353,0.165488673127152,0.009343845394178858,0.14122436985674466,0.21674163486722697,0.127305,0,False
66336,2026-04-21 22:00:00+00:00,63.68,plan_b,footfall_plan_b,-0.7359311349329827,False,0.8523215810812296,False,1.1233767136708703,False,0.4246588155279684,False,38.48262612558195,2.0,False,False,0.7359311349329827,0.30925067742765144,0.08862271589442104,0.015041160135530397,0.16430747269437138,0.05895310708901148,0.127235,0,False
66342,2026-04-24 02:00:00+00:00,5.85,plan_b,footfall_plan_b,-0.6974424143116743,False,1.948048302663578,False,0.6853627888852953,False,0.40806445106812594,False,0.3372453797382976,2.0,False,False,0.6974424143116743,0.2930770677507798,0.2025542179238918,0.009176486687953275,0.13007552064923647,0.0005166399746759887,0.12708,0,False
66333,2026-04-21 23:00:00+00:00,0.0,plan_b,footfall_plan_b,-1.0028975779818567,False,1.8653753981988437,False,0.551252999796601,False,0.3509910174237645,False,,,False,False,1.0028975779818567,0.421434480292349,0.19395805247745276,0.007380858570619652,0.012340668658193834,0.0,0.127023,0,False
66332,2026-04-23 21:00:00+00:00,0.34,plan_b,footfall_plan_b,-0.8218285750799875,False,1.8478291893672045,False,0.2873539310541334,False,0.3898569139594304,False,,,False,False,0.8218285750799875,0.34534623079377097,0.19213363231160654,0.0038474506725672546,0.09251580941876507,0.0,0.126769,0,False
66342,2026-04-21 21:00:00+00:00,0.0,plan_b,footfall_plan_b,-0.8768013671685196,False,1.873634437597879,False,0.7216608802873612,False,0.37426154264121037,False,,,False,False,0.8768013671685196,0.36844672537335704,0.194816811094468,0.00966249053577075,0.06034464646863854,0.0,0.126654,0,False
66333,2026-04-21 16:00:00+00:00,2.79,plan_b,footfall_plan_b,-0.9527764921255184,False,0.7354169530056204,False,3.778388359954027,False,0.36003997602009086,False,48.79137271918094,1.0,False,False,0.9527764921255184,0.40037275451566523,0.07646720338522847,0.0505897475750447,0.03100745866858971,0.07474549713803476,0.126637,0,False
66333,2026-04-26 22:00:00+00:00,41.99,plan_b,footfall_plan_b,-0.49243349817278914,False,0.0,False,0.807607308733236,False,0.4426275570533994,False,139.3226840021076,6.0,False,False,0.49243349817278914,0.20692886286414697,0.0,0.010813247870865428,0.20137458060913976,0.21343411135979348,0.12651,0,False
66336,2026-04-20 22:00:00+00:00,84.33,plan_b,footfall_plan_b,-0.24529906430037215,False,0.5480452653643195,False,0.7066661955620707,False,0.41913736787897865,False,201.74792162113937,3.0,False,False,0.24529906430037215,0.10307880480442941,0.05698466509325174,0.009461723107186713,0.15291746546647572,0.3090658831209551,0.126302,0,False
66338,2026-04-22 02:00:00+00:00,0.84,plan_b,footfall_plan_b,-0.667626966987232,False,1.551849978280315,False,0.9635498745991332,False,0.43057565481634574,False,,,False,False,0.667626966987232,0.2805481138239536,0.16135829807504634,0.012901200270617292,0.17651311993495425,0.0,0.126264,0,False
66333,2026-04-22 04:00:00+00:00,0.0,plan_b,footfall_plan_b,-1.0327655321135947,False,1.608747587298906,False,0.6891654460033375,False,0.354046885983641,False,,,False,False,1.0327655321135947,0.4339854984653457,0.16727439917004594,0.009227401375748508,0.018644516344019625,0.0,0.125826,0,False
66342,2026-04-20 05:00:00+00:00,6.2,plan_b,footfall_plan_b,-0.7946797062258465,False,0.6757653845145355,False,0.3831415482971552,False,0.4063278404866395,False,57.66600077549006,1.0,False,False,0.7946797062258465,0.3339378181230635,0.07026475101937879,0.005129974043774768,0.12649312553610165,0.08834090241186925,0.124833,0,False
66333,2026-04-20 04:00:00+00:00,0.34,plan_b,footfall_plan_b,-1.0129286991991377,False,1.785367584855582,False,0.8724984830844499,False,0.34542967485253523,False,,,False,False,1.0129286991991377,0.42564972664428585,0.1856389979461115,0.011682091361140226,0.0008683635472878621,0.0,0.124768,0,False
66333,2026-04-21 10:00:00+00:00,2.41,plan_b,footfall_plan_b,-0.9580038546696148,False,0.8783185196085181,False,1.9678703002162732,False,0.3548684267900024,False,53.228686747335495,1.0,False,False,0.9580038546696148,0.40256938043782975,0.09132582625601242,0.02634828722306883,0.020339245030649482,0.08154319977495199,0.124425,0,False
66333,2026-04-21 04:00:00+00:00,0.34,plan_b,footfall_plan_b,-1.0129286991991377,False,1.1189346130937137,False,0.11779670745080463,False,0.3466656734998126,False,48.79137271918094,1.0,False,False,1.0129286991991377,0.42564972664428585,0.11634461278669359,0.0015772083564168354,0.00341806326756578,0.07474549713803476,0.124347,0,False
66338,2026-04-22 18:00:00+00:00,0.84,plan_b,footfall_plan_b,0.7271389832838271,False,0.5077292802181973,False,10.73955384708772,False,0.4029742065715935,False,,,False,False,0.7271389832838271,0.3055560669885978,0.05279268852370859,0.14379446113881703,0.11957502779065278,0.0,0.124344,0,False
66333,2026-04-22 10:00:00+00:00,2.41,plan_b,footfall_plan_b,-0.9580038546696148,False,1.0729730971902753,False,6.337868850525068,False,0.3553760772429659,False,,,False,False,0.9580038546696148,0.40256938043782975,0.11156562507078928,0.08485924546827238,0.02138645994530259,0.0,0.124076,0,False
66331,2026-04-21 04:00:00+00:00,5.13,plan_b,footfall_plan_b,-0.5691041745730848,False,0.5576383222773788,False,0.04349562232523211,False,0.42266647724015816,False,104.86179342257013,31.0,False,False,0.5691041745730848,0.23914717445628644,0.05798213221861371,0.000582373314870085,0.16019754556272067,0.1606420652533648,0.12371,0,False
66335,2026-04-20 09:00:00+00:00,393.76,plan_b,footfall_plan_b,-0.3942919797156126,False,0.5525994632435821,False,0.7289892436229134,False,0.41871856499786175,False,152.31926126768684,11.0,False,False,0.3942919797156126,0.1656881412449644,0.057458201600762045,0.009760611749358309,0.15205353119665468,0.23334409902092582,0.123661,0,False
66330,2026-04-26 23:00:00+00:00,30.88,plan_b,footfall_plan_b,-0.22027712432805913,False,0.0,False,0.8332140377668913,False,0.46359817969408934,False,171.47732100943097,14.0,False,False,0.22027712432805913,0.09256416352933713,0.0,0.011156102504805426,0.24463416733991916,0.26269311340177953,0.12221,0,False
66332,2026-04-21 21:00:00+00:00,27.54,plan_b,footfall_plan_b,-0.6895311007866147,False,0.7121406701487152,False,1.3140277486536605,False,0.42668048872676545,False,39.428349997961945,1.0,False,False,0.6895311007866147,0.289752600350457,0.07404698143087074,0.01759383254923054,0.1684779138197082,0.06040190012468192,0.122055,0,False
66332,2026-04-23 04:00:00+00:00,0.0,plan_b,footfall_plan_b,-0.9224123855971473,False,1.166629788235328,False,0.012960651673720713,False,0.3938295307365049,False,,,False,False,0.9224123855971473,0.38761324473593667,0.1213038629687057,0.0001735332724213636,0.10071078593236418,0.0,0.12196,0,False
66336,2026-04-25 06:00:00+00:00,133.2,plan_b,footfall_plan_b,-0.03894931136886042,False,1.3137315808298697,False,1.1558021974345503,False,0.485242048760543,False,97.73397957124635,7.0,False,False,0.03894931136886042,0.016367157678765003,0.13659921704870956,0.015475312711265952,0.2892825713054335,0.14972267602258954,0.121489,0,False
66340,2026-04-21 02:00:00+00:00,48.19,plan_b,footfall_plan_b,-0.5749105006294284,False,1.817407219781256,False,0.8491946884651563,False,0.42520898210452907,False,,,False,False,0.5749105006294284,0.2415870906129165,0.18897041595359285,0.01137007126817522,0.16544239267948052,0.0,0.121474,0,False
66330,2026-04-21 00:00:00+00:00,8.92,plan_b,footfall_plan_b,-0.8176203296242144,False,0.4252392006646165,False,0.17096905476784677,False,0.4333712606749409,False,22.700713993374748,8.0,False,False,0.8176203296242144,0.34357785506375355,0.044215532850715646,0.0022891456620818614,0.1822800805148617,0.034776151156659274,0.121428,0,False
66338,2026-04-25 19:00:00+00:00,0.34,plan_b,footfall_plan_b,-0.7339236562553931,False,1.1100532043671085,False,5.460976914669012,False,0.39810338102968534,False,,,False,False,0.7339236562553931,0.30840710102288,0.11542114143527987,0.07311832911469512,0.1095271668572428,0.0,0.121295,0,False
66331,2026-04-25 05:00:00+00:00,12.03,plan_b,footfall_plan_b,-0.3033541058086697,False,0.8960242391057814,False,0.38635314032870094,False,0.4454994293575925,False,112.46261249524161,113.0,False,False,0.3033541058086697,0.12747451258511242,0.09316683202606664,0.005172974819426084,0.2072988686549275,0.172286070506362,0.12108,0,False
66330,2026-04-23 00:00:00+00:00,11.7,plan_b,footfall_plan_b,-0.6584795853304836,False,1.0209497426904586,False,1.1536313538195648,False,0.4281439341716403,False,22.700713993374748,1.0,False,False,0.6584795853304836,0.276704229743283,0.10615633934102596,0.015446246765671004,0.17149680583035787,0.034776151156659274,0.120916,0,False
66338,2026-04-25 02:00:00+00:00,0.42,plan_b,footfall_plan_b,-0.995858285205035,False,0.846760524939787,False,0.8662820717160304,False,0.3859173308849993,False,,,False,False,0.995858285205035,0.41847645072067996,0.08804448825190284,0.01159885833901785,0.08438897701080489,0.0,0.120502,0,False
66330,2026-04-26 04:00:00+00:00,11.7,plan_b,footfall_plan_b,-0.22490372266640715,False,2.654527133416917,False,0.6519204692196604,False,0.4353496122078849,False,22.700713993374748,2.0,False,False,0.22490372266640715,0.09450833819786787,0.276012492468402,0.008728719452552146,0.18636115484392338,0.034776151156659274,0.120077,0,False
66338,2026-04-21 02:00:00+00:00,2.36,plan_b,footfall_plan_b,0.5202578037057695,False,2.034146150810528,False,0.1194204568584689,False,0.4262988047450719,False,,,False,False,0.5202578037057695,0.21862110542134178,0.2115065022550813,0.0015989491265106389,0.1676905508695122,0.0,0.119883,0,False
