facility_num,hour_start,window_size,matrix_profile_distance,matrix_profile_robust_z
66330,2026-04-20 03:00:00+00:00,6,0.7779455584953305,2.257924552833128
66330,2026-04-20 04:00:00+00:00,6,0.24614622954899534,0.30638646387162294
66330,2026-04-20 05:00:00+00:00,6,0.16269766887141507,0.7087714459994734
66330,2026-04-20 06:00:00+00:00,6,0.22791774061077727,0.39428336869616865
66330,2026-04-20 07:00:00+00:00,6,0.1877975305410496,0.5877411093784503
66330,2026-04-20 08:00:00+00:00,6,0.11682226603299053,0.9299804518991622
66330,2026-04-20 09:00:00+00:00,6,0.06443218630066402,1.1826029192682441
66330,2026-04-20 10:00:00+00:00,6,0.17172793095651084,0.6652279526400091
66330,2026-04-20 11:00:00+00:00,6,0.2703528799471398,0.18966314942805354
66330,2026-04-20 12:00:00+00:00,6,0.37987339553493243,0.3384395565934157
66330,2026-04-20 13:00:00+00:00,6,0.5653077939868912,1.2325953874563784
66330,2026-04-20 14:00:00+00:00,6,1.1789268457834594,4.191437207921798
66330,2026-04-20 15:00:00+00:00,6,1.3441216696977498,4.98799877505526
66330,2026-04-20 16:00:00+00:00,6,0.6269361356241798,1.529764313402298
66330,2026-04-20 17:00:00+00:00,6,0.507061190141245,0.9517330399559353
66330,2026-04-20 18:00:00+00:00,6,0.40329190599812637,0.4513624978362461
66330,2026-04-20 19:00:00+00:00,6,0.249678510660691,0.28935397271228697
66330,2026-04-20 20:00:00+00:00,6,0.4051417111353745,0.46028217003967065
66330,2026-04-20 21:00:00+00:00,6,0.37392163262922445,0.3097404395445828
66330,2026-04-20 22:00:00+00:00,6,0.29908048481603333,0.05114000801153148
66330,2026-04-20 23:00:00+00:00,6,0.1706791168763706,0.6702852841441828
66330,2026-04-21 00:00:00+00:00,6,0.3302647624766398,0.09922909251274256
66330,2026-04-21 01:00:00+00:00,6,0.3825443906386538,0.3513189676742979
66330,2026-04-21 02:00:00+00:00,6,0.570907363212039,1.2595962433643715
66330,2026-04-21 03:00:00+00:00,6,0.9013996947774693,2.853214513716107
66330,2026-04-21 04:00:00+00:00,6,0.3508614263236981,0.19854522387195664
66330,2026-04-21 05:00:00+00:00,6,0.24170796359751295,0.32778757074590475
66330,2026-04-21 06:00:00+00:00,6,0.13706906642014596,0.8323513454678454
66330,2026-04-21 07:00:00+00:00,6,0.12670339096654504,0.8823341384396228
66330,2026-04-21 08:00:00+00:00,6,0.16795376109590898,0.6834268198172805
66330,2026-04-21 09:00:00+00:00,6,0.13023023769384792,0.8653278516228065
66330,2026-04-21 10:00:00+00:00,6,0.20608976470701595,0.49953682810402994
66330,2026-04-21 11:00:00+00:00,6,0.17172793095651084,0.6652279526400091
66330,2026-04-21 12:00:00+00:00,6,0.4301589479260275,0.5809140934324445
66330,2026-04-21 13:00:00+00:00,6,0.5709120227991553,1.2596187116713533
66330,2026-04-21 14:00:00+00:00,6,2.1851908259637693,9.043594158179872
66330,2026-04-21 15:00:00+00:00,6,1.510077567355336,5.788230203503374
66330,2026-04-21 16:00:00+00:00,6,0.707293888797727,1.9172455690647368
66330,2026-04-21 17:00:00+00:00,6,0.3502588056888957,0.19563941589401299
66330,2026-04-21 18:00:00+00:00,6,0.30968614917019227,0.0
66330,2026-04-21 19:00:00+00:00,6,0.23418191893661408,0.3640777993823205
66330,2026-04-21 20:00:00+00:00,6,0.2406140051036593,0.33306258646125886
66330,2026-04-21 21:00:00+00:00,6,0.11619320336145517,0.9330137621179095
66330,2026-04-21 22:00:00+00:00,6,0.14827725394879573,0.7783059994273471
66330,2026-04-21 23:00:00+00:00,6,0.2179341208079166,0.44242390753022715
66330,2026-04-22 00:00:00+00:00,6,0.24362364310181914,0.3185502554843363
66330,2026-04-22 01:00:00+00:00,6,0.47145290248709887,0.7800315741070889
66330,2026-04-22 02:00:00+00:00,6,1.1995955486271852,4.291100707889304
66330,2026-04-22 03:00:00+00:00,6,0.5560945481032105,1.1881695549418052
