facility_num,hour_start,raw_sessions,clean_sessions,clean_unique_devices,trusted_unique_devices,local_unique_devices,hour_of_day,date,clean_unique_devices_dedup,trusted_unique_devices_dedup,footfall_plan_a,capture_rate_facility,hod_factor,hod_factor_profile,density_factor,footfall_plan_b_per_sensor,footfall_plan_b,footfall_plan_b_profile_hod
66332,2026-04-20 10:00:00+00:00,4359,4355.0,4345.0,57.0,4326.0,10,2026-04-20,4202.0,44.0,650.9,0.5189040965171188,0.9792008154013185,0.6413125,0.85,1876.58,1814.82,1398.34
66332,2026-04-20 11:00:00+00:00,6394,6384.0,6372.0,78.0,6355.0,11,2026-04-20,6222.0,72.0,700.24,0.5189040965171188,0.9359340011553848,0.5121792951981631,0.85,2630.43,2568.51,1653.63
66332,2026-04-20 12:00:00+00:00,6465,6453.0,6440.0,85.0,6420.0,12,2026-04-20,6268.0,75.0,716.68,0.5189040965171188,0.846313658188328,0.5,0.85,2403.94,2339.73,1626.25
66332,2026-04-20 13:00:00+00:00,5426,5418.0,5411.0,71.0,5383.0,13,2026-04-20,5249.0,60.0,683.79,0.5189040965171188,0.7128761131977971,0.5276120937885643,0.85,1701.37,1650.43,1437.07
66332,2026-04-20 14:00:00+00:00,5322,5312.0,5305.0,70.0,5285.0,14,2026-04-20,5172.0,65.0,681.44,0.5189040965171188,0.5822372097709865,0.5450440879634548,0.85,1362.36,1328.2,1462.77
66332,2026-04-20 15:00:00+00:00,5533,5525.0,5513.0,64.0,5498.0,15,2026-04-20,5349.0,53.0,667.34,0.5189040965171188,0.5266127405031122,0.5198338315010892,0.85,1280.52,1242.42,1442.86
66332,2026-04-20 16:00:00+00:00,3698,3693.0,3682.0,64.0,3659.0,16,2026-04-20,3573.0,57.0,667.34,0.5189040965171188,0.5822372097709865,0.6068724863969719,0.85,945.56,917.57,1125.17
66332,2026-04-20 17:00:00+00:00,3080,3066.0,3062.0,37.0,3053.0,17,2026-04-20,2991.0,34.0,603.91,0.5189040965171188,0.7128761131977971,0.6600836281762624,0.85,962.78,940.45,1024.48
66332,2026-04-20 18:00:00+00:00,1779,1774.0,1769.0,37.0,1765.0,18,2026-04-20,1697.0,30.0,603.91,0.5189040965171188,0.846313658188328,0.9559344140115521,0.85,660.34,633.46,841.78
66332,2026-04-20 19:00:00+00:00,1426,1419.0,1417.0,30.0,1412.0,19,2026-04-20,1370.0,24.0,587.46,0.5189040965171188,0.9359340011553848,0.8746909896854488,0.85,584.95,565.55,621.82
66332,2026-04-20 20:00:00+00:00,1043,1037.0,1036.0,23.0,1030.0,20,2026-04-20,987.0,19.0,571.01,0.5189040965171188,0.9792008154013185,1.1836428653823972,0.85,447.44,426.28,606.21
66332,2026-04-20 21:00:00+00:00,455,450.0,448.0,9.0,441.0,21,2026-04-20,418.0,6.0,538.12,0.5189040965171188,0.9947411425730011,2.0,0.85,196.56,183.4,433.8
66332,2026-04-20 22:00:00+00:00,181,180.0,180.0,5.0,177.0,22,2026-04-20,168.0,4.0,528.72,0.5189040965171188,0.9989644695743897,2.0,0.85,79.31,74.02,174.35
66332,2026-04-20 23:00:00+00:00,82,80.0,80.0,0.0,79.0,23,2026-04-20,69.0,0.0,516.98,0.5189040965171188,0.9998411962659136,2.0,0.85,35.28,30.43,71.61
66332,2026-04-21 00:00:00+00:00,8,5.0,5.0,0.0,4.0,0,2026-04-21,3.0,0.0,516.98,0.5189040965171188,0.9999810335986662,2.0,0.85,2.21,1.32,3.11
66332,2026-04-21 01:00:00+00:00,6,2.0,2.0,0.0,2.0,1,2026-04-21,2.0,0.0,516.98,0.5189040965171188,0.9999982358498678,2.0,0.85,0.88,0.88,2.08
66332,2026-04-21 02:00:00+00:00,8,5.0,5.0,0.0,5.0,2,2026-04-21,5.0,0.0,516.98,0.5189040965171188,0.9999998722053931,2.0,0.85,2.21,2.21,5.19
66332,2026-04-21 03:00:00+00:00,2,1.0,1.0,0.0,1.0,3,2026-04-21,1.0,0.0,516.98,0.5189040965171188,0.9999999927903216,2.0,0.85,0.44,0.44,1.04
66332,2026-04-21 04:00:00+00:00,14,11.0,10.0,1.0,9.0,4,2026-04-21,8.0,0.0,519.33,0.5189040965171188,0.9999998722053931,2.0,0.85,4.41,3.53,8.3
66332,2026-04-21 05:00:00+00:00,52,47.0,47.0,0.0,43.0,5,2026-04-21,46.0,0.0,516.98,0.5189040965171188,0.9999982358498678,2.0,0.85,20.73,20.29,47.74
66332,2026-04-21 06:00:00+00:00,159,154.0,153.0,11.0,150.0,6,2026-04-21,137.0,9.0,542.82,0.5189040965171188,0.9999810335986662,2.0,0.85,67.48,60.43,142.18
66332,2026-04-21 07:00:00+00:00,343,340.0,340.0,16.0,333.0,7,2026-04-21,312.0,13.0,554.57,0.5189040965171188,0.9998411962659136,2.0,0.85,149.94,137.59,323.8
66332,2026-04-21 08:00:00+00:00,506,501.0,498.0,23.0,487.0,8,2026-04-21,459.0,21.0,571.01,0.5189040965171188,0.9989644695743897,1.3109748307141944,0.85,219.42,202.24,312.24
66332,2026-04-21 09:00:00+00:00,644,639.0,637.0,19.0,620.0,9,2026-04-21,581.0,17.0,561.62,0.5189040965171188,0.9947411425730011,0.9108743897026187,0.85,279.48,254.91,274.61
66332,2026-04-21 10:00:00+00:00,837,829.0,826.0,32.0,762.0,10,2026-04-21,775.0,28.0,592.16,0.5189040965171188,0.9792008154013185,0.6413125,0.85,356.74,334.72,257.9
66332,2026-04-21 11:00:00+00:00,783,781.0,780.0,35.0,755.0,11,2026-04-21,725.0,32.0,599.21,0.5189040965171188,0.9359340011553848,0.5121792951981631,0.85,321.99,299.29,192.68
66332,2026-04-21 12:00:00+00:00,1003,993.0,990.0,44.0,962.0,12,2026-04-21,930.0,35.0,620.35,0.5189040965171188,0.846313658188328,0.5,0.85,369.55,347.15,241.29
66332,2026-04-21 13:00:00+00:00,805,794.0,791.0,33.0,775.0,13,2026-04-21,741.0,28.0,594.51,0.5189040965171188,0.7128761131977971,0.5276120937885643,0.85,248.71,232.99,202.87
66332,2026-04-21 14:00:00+00:00,745,736.0,735.0,24.0,711.0,14,2026-04-21,689.0,19.0,573.36,0.5189040965171188,0.5822372097709865,0.5450440879634548,0.85,188.75,176.94,194.87
66332,2026-04-21 15:00:00+00:00,594,586.0,584.0,31.0,558.0,15,2026-04-21,529.0,27.0,589.81,0.5189040965171188,0.5266127405031122,0.5198338315010892,0.85,135.65,122.87,142.69
66332,2026-04-21 16:00:00+00:00,678,670.0,670.0,33.0,651.0,16,2026-04-21,634.0,26.0,594.51,0.5189040965171188,0.5822372097709865,0.6068724863969719,0.85,172.06,162.82,199.65
66332,2026-04-21 17:00:00+00:00,563,557.0,556.0,22.0,540.0,17,2026-04-21,526.0,21.0,568.67,0.5189040965171188,0.7128761131977971,0.6600836281762624,0.85,174.82,165.39,180.17
66332,2026-04-21 18:00:00+00:00,413,406.0,403.0,16.0,386.0,18,2026-04-21,368.0,14.0,554.57,0.5189040965171188,0.846313658188328,0.9559344140115521,0.85,150.43,137.37,182.54
66332,2026-04-21 19:00:00+00:00,316,310.0,308.0,14.0,299.0,19,2026-04-21,290.0,10.0,549.87,0.5189040965171188,0.9359340011553848,0.8746909896854488,0.85,127.15,119.72,131.63
66332,2026-04-21 20:00:00+00:00,159,153.0,152.0,4.0,145.0,20,2026-04-21,137.0,4.0,526.37,0.5189040965171188,0.9792008154013185,1.1836428653823972,0.85,65.65,59.17,84.15
66332,2026-04-21 21:00:00+00:00,83,83.0,82.0,2.0,78.0,21,2026-04-21,80.0,2.0,521.67,0.5189040965171188,0.9947411425730011,2.0,0.85,35.98,35.1,83.02
66332,2026-04-21 22:00:00+00:00,38,36.0,36.0,0.0,33.0,22,2026-04-21,30.0,0.0,516.98,0.5189040965171188,0.9989644695743897,2.0,0.85,15.86,13.22,31.13
66332,2026-04-21 23:00:00+00:00,12,12.0,12.0,0.0,11.0,23,2026-04-21,10.0,0.0,516.98,0.5189040965171188,0.9998411962659136,2.0,0.85,5.29,4.41,10.38
66332,2026-04-22 00:00:00+00:00,159,154.0,154.0,2.0,154.0,0,2026-04-22,150.0,1.0,521.67,0.5189040965171188,0.9999810335986662,2.0,0.85,67.92,66.16,155.67
66332,2026-04-22 01:00:00+00:00,146,143.0,143.0,0.0,143.0,1,2026-04-22,141.0,0.0,516.98,0.5189040965171188,0.9999982358498678,2.0,0.8656232484589944,64.23,63.33,146.33
66332,2026-04-22 02:00:00+00:00,133,131.0,131.0,0.0,129.0,2,2026-04-22,129.0,0.0,516.98,0.5189040965171188,0.9999998722053931,2.0,0.8833140820644931,60.04,59.13,133.88
66332,2026-04-22 03:00:00+00:00,145,140.0,139.0,1.0,137.0,3,2026-04-22,136.0,1.0,519.33,0.5189040965171188,0.9999999927903216,2.0,0.9073708728915167,65.45,64.03,141.14
66332,2026-04-22 04:00:00+00:00,196,196.0,196.0,2.0,196.0,4,2026-04-22,188.0,2.0,521.67,0.5189040965171188,0.9999998722053931,2.0,0.8729828952419201,88.79,85.16,195.11
66332,2026-04-22 05:00:00+00:00,271,263.0,262.0,11.0,260.0,5,2026-04-22,245.0,9.0,542.82,0.5189040965171188,0.9999982358498678,2.0,0.85,115.56,108.06,254.26
66332,2026-04-22 06:00:00+00:00,701,697.0,697.0,17.0,694.0,6,2026-04-22,663.0,15.0,556.92,0.5189040965171188,0.9999810335986662,2.0,0.8573364138316356,310.07,294.95,688.07
66332,2026-04-22 07:00:00+00:00,1509,1504.0,1502.0,23.0,1501.0,7,2026-04-22,1452.0,20.0,571.01,0.5189040965171188,0.9998411962659136,2.0,0.85,662.38,640.33,1506.9
66332,2026-04-22 08:00:00+00:00,2050,2042.0,2041.0,37.0,2036.0,8,2026-04-22,1961.0,31.0,603.91,0.5189040965171188,0.9989644695743897,1.3109748307141944,0.85,899.29,864.04,1334.01
66332,2026-04-22 09:00:00+00:00,3037,3024.0,3017.0,57.0,3001.0,9,2026-04-22,2911.0,50.0,650.9,0.5189040965171188,0.9947411425730011,0.9108743897026187,0.85,1323.71,1277.2,1375.9
66332,2026-04-22 10:00:00+00:00,4581,4575.0,4571.0,49.0,4552.0,10,2026-04-22,4462.0,43.0,632.1,0.5189040965171188,0.9792008154013185,0.6413125,0.85,1974.19,1927.11,1484.86
66332,2026-04-22 11:00:00+00:00,5877,5870.0,5853.0,74.0,5823.0,11,2026-04-22,5719.0,65.0,690.84,0.5189040965171188,0.9359340011553848,0.5121792951981631,0.85,2416.18,2360.87,1519.95
66332,2026-04-22 12:00:00+00:00,6052,6038.0,6027.0,90.0,6015.0,12,2026-04-22,5902.0,84.0,728.43,0.5189040965171188,0.846313658188328,0.5,0.85,2249.77,2203.11,1531.29
66332,2026-04-22 13:00:00+00:00,5561,5553.0,5542.0,85.0,5526.0,13,2026-04-22,5406.0,78.0,716.68,0.5189040965171188,0.7128761131977971,0.5276120937885643,0.85,1742.56,1699.79,1480.06
66332,2026-04-22 14:00:00+00:00,5180,5173.0,5155.0,70.0,5139.0,14,2026-04-22,5038.0,65.0,681.44,0.5189040965171188,0.5822372097709865,0.5450440879634548,0.85,1323.84,1293.79,1424.88
66332,2026-04-22 15:00:00+00:00,6371,6363.0,6353.0,74.0,6337.0,15,2026-04-22,6235.0,64.0,690.84,0.5189040965171188,0.5266127405031122,0.5198338315010892,0.85,1475.63,1448.22,1681.85
66332,2026-04-22 16:00:00+00:00,5880,5869.0,5864.0,62.0,5844.0,16,2026-04-22,5747.0,60.0,662.65,0.5189040965171188,0.5822372097709865,0.6068724863969719,0.8505548859557296,1506.9,1476.83,1809.78
66332,2026-04-22 17:00:00+00:00,4847,4838.0,4831.0,55.0,4823.0,17,2026-04-22,4708.0,51.0,646.2,0.5189040965171188,0.7128761131977971,0.6600836281762624,0.85,1519.0,1480.32,1612.58
66332,2026-04-22 18:00:00+00:00,3344,3338.0,3329.0,34.0,3321.0,18,2026-04-22,3252.0,30.0,596.86,0.5189040965171188,0.846313658188328,0.9559344140115521,0.85,1242.66,1213.91,1613.12
66332,2026-04-22 19:00:00+00:00,2388,2383.0,2382.0,32.0,2375.0,19,2026-04-22,2312.0,26.0,592.16,0.5189040965171188,0.9359340011553848,0.8746909896854488,0.85,983.32,954.42,1049.37
66332,2026-04-22 20:00:00+00:00,2280,2275.0,2275.0,25.0,2273.0,20,2026-04-22,2221.0,19.0,575.71,0.5189040965171188,0.9792008154013185,1.1836428653823972,0.85,982.56,959.24,1364.13
66332,2026-04-22 21:00:00+00:00,739,735.0,734.0,9.0,729.0,21,2026-04-22,696.0,8.0,538.12,0.5189040965171188,0.9947411425730011,2.0,0.85,322.04,305.37,722.31
66332,2026-04-22 22:00:00+00:00,419,416.0,416.0,4.0,415.0,22,2026-04-22,414.0,4.0,526.37,0.5189040965171188,0.9989644695743897,2.0,0.85,183.29,182.41,429.65
66332,2026-04-22 23:00:00+00:00,245,244.0,244.0,3.0,243.0,23,2026-04-22,238.0,2.0,524.02,0.5189040965171188,0.9998411962659136,2.0,0.85,107.6,104.96,247.0
66332,2026-04-23 00:00:00+00:00,6,0.0,0.0,0.0,0.0,0,2026-04-23,0.0,0.0,516.98,0.5189040965171188,0.9999810335986662,2.0,1.0,0.0,0.0,0.0
66332,2026-04-23 01:00:00+00:00,6,0.0,0.0,0.0,0.0,1,2026-04-23,0.0,0.0,516.98,0.5189040965171188,0.9999982358498678,2.0,1.0,0.0,0.0,0.0
66332,2026-04-23 02:00:00+00:00,3,0.0,0.0,0.0,0.0,2,2026-04-23,0.0,0.0,516.98,0.5189040965171188,0.9999998722053931,2.0,1.0,0.0,0.0,0.0
66332,2026-04-23 03:00:00+00:00,2,0.0,0.0,0.0,0.0,3,2026-04-23,0.0,0.0,516.98,0.5189040965171188,0.9999999927903216,2.0,1.0,0.0,0.0,0.0
66332,2026-04-23 04:00:00+00:00,2,0.0,0.0,0.0,0.0,4,2026-04-23,0.0,0.0,516.98,0.5189040965171188,0.9999998722053931,2.0,1.0,0.0,0.0,0.0
66332,2026-04-23 05:00:00+00:00,8,6.0,6.0,1.0,0.0,5,2026-04-23,4.0,0.0,519.33,0.5189040965171188,0.9999982358498678,2.0,0.85,2.65,1.76,4.15
66332,2026-04-23 06:00:00+00:00,10,4.0,4.0,0.0,0.0,6,2026-04-23,2.0,0.0,516.98,0.5189040965171188,0.9999810335986662,2.0,0.85,1.76,0.88,2.08
66332,2026-04-23 07:00:00+00:00,18,11.0,11.0,0.0,0.0,7,2026-04-23,7.0,0.0,516.98,0.5189040965171188,0.9998411962659136,2.0,0.85,4.85,3.09,7.26
66332,2026-04-23 08:00:00+00:00,17,9.0,9.0,1.0,0.0,8,2026-04-23,5.0,0.0,519.33,0.5189040965171188,0.9989644695743897,1.3109748307141944,0.85,3.97,2.2,3.4
66332,2026-04-23 09:00:00+00:00,21,11.0,10.0,0.0,0.0,9,2026-04-23,6.0,0.0,516.98,0.5189040965171188,0.9947411425730011,0.9108743897026187,0.85,4.39,2.63,2.84
66332,2026-04-23 10:00:00+00:00,30,21.0,21.0,4.0,0.0,10,2026-04-23,11.0,2.0,526.37,0.5189040965171188,0.9792008154013185,0.6413125,0.85,9.07,4.75,3.66
66332,2026-04-23 11:00:00+00:00,17,13.0,12.0,2.0,0.0,11,2026-04-23,6.0,1.0,521.67,0.5189040965171188,0.9359340011553848,0.5121792951981631,0.85,4.95,2.48,1.59
66332,2026-04-23 12:00:00+00:00,25,21.0,20.0,1.0,0.0,12,2026-04-23,9.0,1.0,519.33,0.5189040965171188,0.846313658188328,0.5,0.85,7.47,3.36,2.34
66332,2026-04-23 13:00:00+00:00,21,13.0,13.0,2.0,0.0,13,2026-04-23,6.0,2.0,521.67,0.5189040965171188,0.7128761131977971,0.5276120937885643,0.85,4.09,1.89,1.64
66332,2026-04-23 14:00:00+00:00,33,27.0,26.0,5.0,0.0,14,2026-04-23,21.0,5.0,528.72,0.5189040965171188,0.5822372097709865,0.5450440879634548,0.85,6.68,5.39,5.94
66332,2026-04-23 15:00:00+00:00,28,19.0,19.0,3.0,0.0,15,2026-04-23,13.0,1.0,524.02,0.5189040965171188,0.5266127405031122,0.5198338315010892,0.85,4.41,3.02,3.51
66332,2026-04-23 16:00:00+00:00,37,29.0,25.0,4.0,0.0,16,2026-04-23,17.0,4.0,526.37,0.5189040965171188,0.5822372097709865,0.6068724863969719,0.85,6.42,4.37,5.35
66332,2026-04-23 17:00:00+00:00,26,17.0,17.0,1.0,0.0,17,2026-04-23,8.0,1.0,519.33,0.5189040965171188,0.7128761131977971,0.6600836281762624,0.85,5.35,2.52,2.74
66332,2026-04-23 18:00:00+00:00,26,17.0,15.0,2.0,0.0,18,2026-04-23,9.0,2.0,521.67,0.5189040965171188,0.846313658188328,0.9559344140115521,0.85,5.6,3.36,4.46
66332,2026-04-23 19:00:00+00:00,17,8.0,8.0,1.0,0.0,19,2026-04-23,7.0,1.0,519.33,0.5189040965171188,0.9359340011553848,0.8746909896854488,0.85,3.3,2.89,3.18
66332,2026-04-23 20:00:00+00:00,12,8.0,8.0,1.0,0.0,20,2026-04-23,5.0,1.0,519.33,0.5189040965171188,0.9792008154013185,1.1836428653823972,0.85,3.46,2.16,3.07
66332,2026-04-23 21:00:00+00:00,9,2.0,2.0,0.0,0.0,21,2026-04-23,1.0,0.0,516.98,0.5189040965171188,0.9947411425730011,2.0,0.85,0.88,0.44,1.04
66332,2026-04-23 22:00:00+00:00,4,4.0,4.0,1.0,0.0,22,2026-04-23,1.0,0.0,519.33,0.5189040965171188,0.9989644695743897,2.0,0.85,1.76,0.44,1.04
66332,2026-04-23 23:00:00+00:00,1,0.0,0.0,0.0,0.0,23,2026-04-23,0.0,0.0,516.98,0.5189040965171188,0.9998411962659136,2.0,1.0,0.0,0.0,0.0
66332,2026-04-24 00:00:00+00:00,22,20.0,20.0,2.0,19.0,0,2026-04-24,17.0,0.0,521.67,0.5189040965171188,0.9999810335986662,2.0,0.85,8.82,7.5,17.64
66332,2026-04-24 01:00:00+00:00,6,5.0,5.0,0.0,5.0,1,2026-04-24,5.0,0.0,516.98,0.5189040965171188,0.9999982358498678,2.0,0.85,2.21,2.21,5.19
66332,2026-04-24 02:00:00+00:00,4,2.0,2.0,1.0,1.0,2,2026-04-24,1.0,1.0,519.33,0.5189040965171188,0.9999998722053931,2.0,0.85,0.88,0.44,1.04
66332,2026-04-24 03:00:00+00:00,5,5.0,5.0,0.0,5.0,3,2026-04-24,3.0,0.0,516.98,0.5189040965171188,0.9999999927903216,2.0,0.85,2.21,1.32,3.11
66332,2026-04-24 04:00:00+00:00,21,18.0,18.0,2.0,18.0,4,2026-04-24,12.0,1.0,521.67,0.5189040965171188,0.9999998722053931,2.0,0.85,7.94,5.29,12.45
66332,2026-04-24 05:00:00+00:00,73,69.0,69.0,1.0,67.0,5,2026-04-24,53.0,0.0,519.33,0.5189040965171188,0.9999982358498678,2.0,0.85,30.43,23.38,55.0
66332,2026-04-24 06:00:00+00:00,159,151.0,150.0,10.0,148.0,6,2026-04-24,135.0,8.0,540.47,0.5189040965171188,0.9999810335986662,2.0,0.85,66.16,59.54,140.1
66332,2026-04-24 07:00:00+00:00,446,444.0,444.0,25.0,435.0,7,2026-04-24,390.0,10.0,575.71,0.5189040965171188,0.9998411962659136,2.0,0.85,195.8,171.99,404.75
66332,2026-04-24 08:00:00+00:00,800,796.0,790.0,16.0,782.0,8,2026-04-24,711.0,12.0,554.57,0.5189040965171188,0.9989644695743897,1.3109748307141944,0.85,348.08,313.27,483.67
66332,2026-04-24 09:00:00+00:00,1029,1016.0,1016.0,36.0,997.0,9,2026-04-24,895.0,24.0,601.56,0.5189040965171188,0.9947411425730011,0.9108743897026187,0.85,445.77,392.68,423.03
66332,2026-04-24 10:00:00+00:00,1536,1527.0,1523.0,35.0,1495.0,10,2026-04-24,1369.0,20.0,599.21,0.5189040965171188,0.9792008154013185,0.6413125,0.85,657.78,591.26,455.58
66332,2026-04-24 11:00:00+00:00,1957,1950.0,1945.0,47.0,1917.0,11,2026-04-24,1797.0,25.0,627.4,0.5189040965171188,0.9359340011553848,0.5121792951981631,0.85,802.92,741.82,477.59
66332,2026-04-24 12:00:00+00:00,1654,1651.0,1645.0,52.0,1630.0,12,2026-04-24,1501.0,26.0,639.15,0.5189040965171188,0.846313658188328,0.5,0.85,614.05,560.3,389.44
66332,2026-04-24 13:00:00+00:00,1298,1291.0,1291.0,34.0,1272.0,13,2026-04-24,1184.0,22.0,596.86,0.5189040965171188,0.7128761131977971,0.5276120937885643,0.85,405.93,372.28,324.16
66332,2026-04-24 14:00:00+00:00,1176,1166.0,1162.0,50.0,1142.0,14,2026-04-24,1030.0,32.0,634.45,0.5189040965171188,0.5822372097709865,0.5450440879634548,0.85,298.41,264.51,291.31
66332,2026-04-24 15:00:00+00:00,1177,1166.0,1164.0,36.0,1136.0,15,2026-04-24,1079.0,24.0,601.56,0.5189040965171188,0.5266127405031122,0.5198338315010892,0.85,270.36,250.62,291.05
66332,2026-04-24 16:00:00+00:00,1025,1013.0,1008.0,36.0,994.0,16,2026-04-24,939.0,24.0,601.56,0.5189040965171188,0.5822372097709865,0.6068724863969719,0.85,258.86,241.14,295.7
66332,2026-04-24 17:00:00+00:00,1083,1077.0,1074.0,41.0,1055.0,17,2026-04-24,982.0,24.0,613.31,0.5189040965171188,0.7128761131977971,0.6600836281762624,0.85,337.69,308.77,336.35
66332,2026-04-24 18:00:00+00:00,1008,999.0,997.0,29.0,980.0,18,2026-04-24,928.0,18.0,585.11,0.5189040965171188,0.846313658188328,0.9559344140115521,0.85,372.16,346.41,460.32
66332,2026-04-24 19:00:00+00:00,1049,1036.0,1034.0,24.0,1022.0,19,2026-04-24,966.0,11.0,573.36,0.5189040965171188,0.9359340011553848,0.8746909896854488,0.85,426.85,398.78,438.45
66332,2026-04-24 20:00:00+00:00,476,469.0,467.0,19.0,464.0,20,2026-04-24,429.0,12.0,561.62,0.5189040965171188,0.9792008154013185,1.1836428653823972,0.85,201.69,185.28,263.49
66332,2026-04-24 21:00:00+00:00,225,222.0,222.0,9.0,217.0,21,2026-04-24,196.0,6.0,538.12,0.5189040965171188,0.9947411425730011,2.0,0.85,97.4,85.99,203.41
66332,2026-04-24 22:00:00+00:00,127,121.0,121.0,6.0,108.0,22,2026-04-24,97.0,3.0,531.07,0.5189040965171188,0.9989644695743897,2.0,0.85,53.31,42.74,100.67
66332,2026-04-24 23:00:00+00:00,56,54.0,54.0,2.0,53.0,23,2026-04-24,51.0,1.0,521.67,0.5189040965171188,0.9998411962659136,2.0,0.85,23.81,22.49,52.93
66332,2026-04-25 00:00:00+00:00,233,231.0,230.0,1.0,229.0,0,2026-04-25,228.0,1.0,519.33,0.5189040965171188,0.9999810335986662,2.0,0.881647821370982,105.22,104.31,236.62
66332,2026-04-25 01:00:00+00:00,142,139.0,139.0,0.0,139.0,1,2026-04-25,139.0,0.0,516.98,0.5189040965171188,0.9999982358498678,2.0,0.8637702960000411,62.3,62.3,144.26
66332,2026-04-25 02:00:00+00:00,95,92.0,92.0,2.0,90.0,2,2026-04-25,92.0,2.0,521.67,0.5189040965171188,0.9999998722053931,2.0,0.85,40.58,40.58,95.48
66332,2026-04-25 03:00:00+00:00,77,76.0,76.0,1.0,76.0,3,2026-04-25,75.0,1.0,519.33,0.5189040965171188,0.9999999927903216,2.0,0.85,33.52,33.08,77.84
66332,2026-04-25 04:00:00+00:00,148,140.0,140.0,0.0,139.0,4,2026-04-25,136.0,0.0,516.98,0.5189040965171188,0.9999998722053931,2.0,0.85,61.75,59.99,141.14
66332,2026-04-25 05:00:00+00:00,158,156.0,156.0,1.0,155.0,5,2026-04-25,151.0,1.0,519.33,0.5189040965171188,0.9999982358498678,2.0,0.85,68.81,66.6,156.71
66332,2026-04-25 06:00:00+00:00,316,314.0,314.0,1.0,312.0,6,2026-04-25,306.0,0.0,519.33,0.5189040965171188,0.9999810335986662,2.0,0.85,138.49,134.96,317.57
66332,2026-04-25 07:00:00+00:00,800,791.0,791.0,5.0,787.0,7,2026-04-25,783.0,5.0,528.72,0.5189040965171188,0.9998411962659136,2.0,0.85,348.83,345.3,812.6
66332,2026-04-25 08:00:00+00:00,2086,2077.0,2073.0,12.0,2053.0,8,2026-04-25,2060.0,12.0,545.17,0.5189040965171188,0.9989644695743897,1.3109748307141944,0.85,913.39,907.66,1401.36
66332,2026-04-25 09:00:00+00:00,2608,2601.0,2600.0,11.0,2594.0,9,2026-04-25,2585.0,11.0,542.82,0.5189040965171188,0.9947411425730011,0.9108743897026187,0.85,1140.75,1134.17,1221.82
66332,2026-04-25 10:00:00+00:00,3978,3966.0,3961.0,21.0,3935.0,10,2026-04-25,3926.0,19.0,566.32,0.5189040965171188,0.9792008154013185,0.6413125,0.85,1710.73,1695.62,1306.49
66332,2026-04-25 11:00:00+00:00,4114,4105.0,4104.0,25.0,4084.0,11,2026-04-25,4075.0,23.0,575.71,0.5189040965171188,0.9359340011553848,0.5121792951981631,0.85,1694.18,1682.2,1083.02
66332,2026-04-25 12:00:00+00:00,4544,4535.0,4529.0,36.0,4508.0,12,2026-04-25,4497.0,33.0,601.56,0.5189040965171188,0.846313658188328,0.5,0.85,1690.6,1678.65,1166.76
66332,2026-04-25 13:00:00+00:00,5171,5160.0,5154.0,34.0,5138.0,13,2026-04-25,5119.0,32.0,596.86,0.5189040965171188,0.7128761131977971,0.5276120937885643,0.85,1620.56,1609.55,1401.48
66332,2026-04-25 14:00:00+00:00,5331,5317.0,5307.0,30.0,5281.0,14,2026-04-25,5273.0,28.0,587.46,0.5189040965171188,0.5822372097709865,0.5450440879634548,0.85,1362.87,1354.14,1491.34
66332,2026-04-25 15:00:00+00:00,5097,5091.0,5088.0,35.0,5069.0,15,2026-04-25,5058.0,32.0,599.21,0.5189040965171188,0.5266127405031122,0.5198338315010892,0.85,1181.8,1174.83,1364.36
66332,2026-04-25 16:00:00+00:00,5046,5035.0,5032.0,31.0,5014.0,16,2026-04-25,5013.0,30.0,589.81,0.5189040965171188,0.5822372097709865,0.6068724863969719,0.85,1292.25,1287.37,1578.64
66332,2026-04-25 17:00:00+00:00,4490,4476.0,4473.0,30.0,4463.0,17,2026-04-25,4450.0,28.0,587.46,0.5189040965171188,0.7128761131977971,0.6600836281762624,0.85,1406.43,1399.2,1524.21
66332,2026-04-25 18:00:00+00:00,3112,3108.0,3105.0,31.0,3094.0,18,2026-04-25,3088.0,30.0,589.81,0.5189040965171188,0.846313658188328,0.9559344140115521,0.85,1159.04,1152.7,1531.77
66332,2026-04-25 19:00:00+00:00,5561,5555.0,5549.0,21.0,5542.0,19,2026-04-25,5512.0,21.0,566.32,0.5189040965171188,0.9359340011553848,0.8746909896854488,0.8928862315320212,2406.26,2390.22,2501.79
66332,2026-04-25 20:00:00+00:00,4107,4103.0,4100.0,28.0,4095.0,20,2026-04-25,4058.0,26.0,582.76,0.5189040965171188,0.9792008154013185,1.1836428653823972,0.8923833444476343,1859.06,1840.02,2492.41
66332,2026-04-25 21:00:00+00:00,1874,1868.0,1867.0,7.0,1862.0,21,2026-04-25,1842.0,6.0,533.42,0.5189040965171188,0.9947411425730011,2.0,0.9058909983449562,873.01,861.32,1911.64
66332,2026-04-25 22:00:00+00:00,855,854.0,854.0,2.0,848.0,22,2026-04-25,833.0,2.0,521.67,0.5189040965171188,0.9989644695743897,2.0,0.8985234417906398,397.76,387.98,864.49
66332,2026-04-25 23:00:00+00:00,452,450.0,450.0,5.0,450.0,23,2026-04-25,437.0,3.0,528.72,0.5189040965171188,0.9998411962659136,2.0,0.8980463669153395,209.67,203.61,453.52
66332,2026-04-26 00:00:00+00:00,63,61.0,61.0,0.0,61.0,0,2026-04-26,56.0,0.0,516.98,0.5189040965171188,0.9999810335986662,2.0,0.85,26.9,24.7,58.12
