facility_num,hour_start,raw_sessions,clean_sessions,clean_unique_devices,trusted_unique_devices,local_unique_devices,hour_of_day,date,clean_unique_devices_dedup,trusted_unique_devices_dedup,footfall_plan_a,capture_rate_facility,hod_factor,hod_factor_profile,density_factor,footfall_plan_b_per_sensor,footfall_plan_b,footfall_plan_b_profile_hod
66330,2026-04-20 00:00:00+00:00,157,143.0,142.0,0.0,142.0,0,2026-04-20,130.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,15.31,14.02,32.99
66330,2026-04-20 01:00:00+00:00,78,75.0,72.0,0.0,71.0,1,2026-04-20,60.0,0.0,516.98,0.1268681997422934,1.0000000017605313,2.0,0.85,7.76,6.47,15.22
66330,2026-04-20 02:00:00+00:00,118,111.0,111.0,0.0,110.0,2,2026-04-20,63.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,11.97,6.79,15.99
66330,2026-04-20 03:00:00+00:00,121,115.0,114.0,0.0,112.0,3,2026-04-20,83.0,0.0,516.98,0.1268681997422934,1.0000004307878039,2.0,0.85,12.29,8.95,21.06
66330,2026-04-20 04:00:00+00:00,143,139.0,135.0,0.0,135.0,4,2026-04-20,105.0,0.0,516.98,0.1268681997422934,1.0000046314053592,2.0,0.85,14.56,11.32,26.64
66330,2026-04-20 05:00:00+00:00,238,233.0,233.0,3.0,230.0,5,2026-04-20,186.0,3.0,524.02,0.1268681997422934,1.000038778282299,2.0,0.85,25.13,20.06,47.19
66330,2026-04-20 06:00:00+00:00,656,647.0,646.0,11.0,638.0,6,2026-04-20,512.0,4.0,542.82,0.1268681997422934,1.0002528661646692,2.0,0.85,69.68,55.23,129.91
66330,2026-04-20 07:00:00+00:00,860,847.0,842.0,8.0,837.0,7,2026-04-20,699.0,5.0,535.77,0.1268681997422934,1.001284160344515,2.0,0.85,90.92,75.48,177.36
66330,2026-04-20 08:00:00+00:00,1288,1283.0,1277.0,6.0,1260.0,8,2026-04-20,1067.0,4.0,531.07,0.1268681997422934,1.0050789526870891,2.0,0.85,138.41,115.65,270.74
66330,2026-04-20 09:00:00+00:00,2184,2173.0,2164.0,15.0,2147.0,9,2026-04-20,1824.0,9.0,552.22,0.1268681997422934,1.015644275641629,1.7256194251734391,0.85,237.01,199.77,399.32
66330,2026-04-20 10:00:00+00:00,3355,3346.0,3333.0,16.0,3313.0,10,2026-04-20,2902.0,10.0,554.57,0.1268681997422934,1.0375286663287155,1.1796009620270316,0.85,372.91,324.69,434.3
66330,2026-04-20 11:00:00+00:00,4305,4297.0,4284.0,22.0,4261.0,11,2026-04-20,3834.0,12.0,568.67,0.1268681997422934,1.0701127791564455,1.0473082706766916,0.85,494.37,442.44,509.42
66330,2026-04-20 12:00:00+00:00,3587,3573.0,3561.0,11.0,3540.0,12,2026-04-20,3156.0,8.0,542.82,0.1268681997422934,1.10201349172765,1.0286532951289398,0.85,423.19,375.06,411.87
66330,2026-04-20 13:00:00+00:00,4360,4349.0,4338.0,16.0,4323.0,13,2026-04-20,3859.0,8.0,554.57,0.1268681997422934,1.1155964303431323,1.0,0.85,521.88,464.25,489.58
66330,2026-04-20 14:00:00+00:00,4133,4124.0,4110.0,13.0,4098.0,14,2026-04-20,3751.0,10.0,547.52,0.1268681997422934,1.10201349172765,0.9253314909786623,0.85,488.43,445.76,440.35
66330,2026-04-20 15:00:00+00:00,4638,4626.0,4611.0,17.0,4584.0,15,2026-04-20,4157.0,7.0,556.92,0.1268681997422934,1.0701127791564455,0.9306234800502419,0.85,532.1,479.71,490.8
66330,2026-04-20 16:00:00+00:00,4793,4781.0,4771.0,16.0,4750.0,16,2026-04-20,4322.0,12.0,554.57,0.1268681997422934,1.0375286663287155,0.936983721243105,0.85,533.8,483.57,513.77
66330,2026-04-20 17:00:00+00:00,4238,4225.0,4215.0,17.0,4197.0,17,2026-04-20,3810.0,10.0,556.92,0.1268681997422934,1.015644275641629,0.985064071737716,0.85,461.65,417.29,476.15
66330,2026-04-20 18:00:00+00:00,2983,2968.0,2960.0,6.0,2944.0,18,2026-04-20,2673.0,4.0,531.07,0.1268681997422934,1.0050789526870891,1.230146954924403,0.85,320.82,289.71,417.17
66330,2026-04-20 19:00:00+00:00,1960,1958.0,1950.0,7.0,1942.0,19,2026-04-20,1719.0,5.0,533.42,0.1268681997422934,1.001284160344515,1.5151633816299004,0.85,210.55,185.61,330.44
66330,2026-04-20 20:00:00+00:00,2103,2090.0,2084.0,10.0,2067.0,20,2026-04-20,1730.0,7.0,540.47,0.1268681997422934,1.0002528661646692,2.0,0.85,224.79,186.61,438.96
66330,2026-04-20 21:00:00+00:00,1397,1387.0,1378.0,5.0,1367.0,21,2026-04-20,1144.0,4.0,528.72,0.1268681997422934,1.000038778282299,2.0,0.85,148.61,123.37,290.27
66330,2026-04-20 22:00:00+00:00,601,597.0,594.0,1.0,589.0,22,2026-04-20,480.0,0.0,519.33,0.1268681997422934,1.0000046314053592,2.0,0.85,64.06,51.76,121.79
66330,2026-04-20 23:00:00+00:00,273,268.0,265.0,1.0,260.0,23,2026-04-20,216.0,0.0,519.33,0.1268681997422934,1.0000004307878039,2.0,0.85,28.58,23.29,54.81
66330,2026-04-21 00:00:00+00:00,149,135.0,131.0,0.0,127.0,0,2026-04-21,106.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,14.13,11.43,26.9
66330,2026-04-21 01:00:00+00:00,151,145.0,144.0,0.0,143.0,1,2026-04-21,97.0,0.0,516.98,0.1268681997422934,1.0000000017605313,2.0,0.85,15.53,10.46,24.61
66330,2026-04-21 02:00:00+00:00,119,111.0,110.0,0.0,107.0,2,2026-04-21,90.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,11.86,9.71,22.84
66330,2026-04-21 03:00:00+00:00,126,124.0,123.0,0.0,123.0,3,2026-04-21,57.0,0.0,516.98,0.1268681997422934,1.0000004307878039,2.0,0.85,13.26,6.15,14.46
66330,2026-04-21 04:00:00+00:00,120,116.0,114.0,1.0,111.0,4,2026-04-21,98.0,1.0,519.33,0.1268681997422934,1.0000046314053592,2.0,0.85,12.29,10.57,24.87
66330,2026-04-21 05:00:00+00:00,382,372.0,369.0,1.0,366.0,5,2026-04-21,265.0,1.0,519.33,0.1268681997422934,1.000038778282299,2.0,0.85,39.79,28.58,67.24
66330,2026-04-21 06:00:00+00:00,542,536.0,536.0,6.0,533.0,6,2026-04-21,412.0,2.0,531.07,0.1268681997422934,1.0002528661646692,2.0,0.85,57.82,44.44,104.54
66330,2026-04-21 07:00:00+00:00,837,832.0,830.0,9.0,817.0,7,2026-04-21,692.0,3.0,538.12,0.1268681997422934,1.001284160344515,2.0,0.85,89.62,74.72,175.59
66330,2026-04-21 08:00:00+00:00,1263,1256.0,1246.0,2.0,1239.0,8,2026-04-21,1067.0,0.0,521.67,0.1268681997422934,1.0050789526870891,2.0,0.85,135.05,115.65,270.74
66330,2026-04-21 09:00:00+00:00,1840,1834.0,1824.0,7.0,1808.0,9,2026-04-21,1567.0,3.0,533.42,0.1268681997422934,1.015644275641629,1.7256194251734391,0.85,199.77,171.63,343.06
66330,2026-04-21 10:00:00+00:00,2496,2490.0,2479.0,7.0,2464.0,10,2026-04-21,2140.0,6.0,533.42,0.1268681997422934,1.0375286663287155,1.1796009620270316,0.85,277.36,239.43,320.26
66330,2026-04-21 11:00:00+00:00,3491,3486.0,3478.0,14.0,3459.0,11,2026-04-21,3067.0,10.0,549.87,0.1268681997422934,1.0701127791564455,1.0473082706766916,0.85,401.36,353.93,407.51
66330,2026-04-21 12:00:00+00:00,4236,4229.0,4213.0,15.0,4185.0,12,2026-04-21,3716.0,11.0,552.22,0.1268681997422934,1.10201349172765,1.0286532951289398,0.85,500.67,441.61,484.95
66330,2026-04-21 13:00:00+00:00,3555,3547.0,3537.0,10.0,3509.0,13,2026-04-21,3169.0,6.0,540.47,0.1268681997422934,1.1155964303431323,1.0,0.85,425.51,381.24,402.05
66330,2026-04-21 14:00:00+00:00,3825,3810.0,3796.0,18.0,3762.0,14,2026-04-21,3421.0,9.0,559.27,0.1268681997422934,1.10201349172765,0.9253314909786623,0.85,451.11,406.55,401.61
66330,2026-04-21 15:00:00+00:00,3536,3530.0,3522.0,11.0,3497.0,15,2026-04-21,3159.0,9.0,542.82,0.1268681997422934,1.0701127791564455,0.9306234800502419,0.85,406.43,364.54,372.97
66330,2026-04-21 16:00:00+00:00,4021,4013.0,4005.0,25.0,3987.0,16,2026-04-21,3586.0,15.0,575.71,0.1268681997422934,1.0375286663287155,0.936983721243105,0.85,448.1,401.22,426.28
66330,2026-04-21 17:00:00+00:00,3687,3683.0,3676.0,11.0,3660.0,17,2026-04-21,3271.0,5.0,542.82,0.1268681997422934,1.015644275641629,0.985064071737716,0.85,402.61,358.26,408.79
66330,2026-04-21 18:00:00+00:00,3095,3083.0,3072.0,12.0,3056.0,18,2026-04-21,2749.0,5.0,545.17,0.1268681997422934,1.0050789526870891,1.230146954924403,0.85,332.96,297.95,429.03
66330,2026-04-21 19:00:00+00:00,2388,2377.0,2373.0,12.0,2357.0,19,2026-04-21,2123.0,7.0,545.17,0.1268681997422934,1.001284160344515,1.5151633816299004,0.85,256.23,229.23,408.1
66330,2026-04-21 20:00:00+00:00,1542,1535.0,1527.0,8.0,1518.0,20,2026-04-21,1233.0,4.0,535.77,0.1268681997422934,1.0002528661646692,2.0,0.85,164.71,133.0,312.86
66330,2026-04-21 21:00:00+00:00,1143,1135.0,1130.0,5.0,1128.0,21,2026-04-21,946.0,3.0,528.72,0.1268681997422934,1.000038778282299,2.0,0.85,121.86,102.02,240.03
66330,2026-04-21 22:00:00+00:00,601,596.0,594.0,0.0,589.0,22,2026-04-21,491.0,0.0,516.98,0.1268681997422934,1.0000046314053592,2.0,0.85,64.06,52.95,124.58
66330,2026-04-21 23:00:00+00:00,205,202.0,201.0,1.0,198.0,23,2026-04-21,164.0,0.0,519.33,0.1268681997422934,1.0000004307878039,2.0,0.85,21.68,17.69,41.61
66330,2026-04-22 00:00:00+00:00,197,184.0,182.0,0.0,180.0,0,2026-04-22,120.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,19.63,12.94,30.45
66330,2026-04-22 01:00:00+00:00,65,62.0,60.0,0.0,58.0,1,2026-04-22,36.0,0.0,516.98,0.1268681997422934,1.0000000017605313,2.0,0.85,6.47,3.88,9.13
66330,2026-04-22 02:00:00+00:00,75,69.0,66.0,1.0,64.0,2,2026-04-22,55.0,0.0,519.33,0.1268681997422934,1.0000000312061639,2.0,0.85,7.12,5.93,13.96
66330,2026-04-22 03:00:00+00:00,163,158.0,156.0,0.0,154.0,3,2026-04-22,118.0,0.0,516.98,0.1268681997422934,1.0000004307878039,2.0,0.85,16.82,12.72,29.94
66330,2026-04-22 04:00:00+00:00,201,194.0,191.0,1.0,189.0,4,2026-04-22,146.0,0.0,519.33,0.1268681997422934,1.0000046314053592,2.0,0.85,20.6,15.74,37.05
66330,2026-04-22 05:00:00+00:00,368,362.0,358.0,2.0,357.0,5,2026-04-22,268.0,0.0,521.67,0.1268681997422934,1.000038778282299,2.0,0.85,38.61,28.9,68.0
66330,2026-04-22 06:00:00+00:00,609,600.0,598.0,7.0,591.0,6,2026-04-22,451.0,1.0,533.42,0.1268681997422934,1.0002528661646692,2.0,0.85,64.5,48.65,114.44
66330,2026-04-22 07:00:00+00:00,920,913.0,909.0,10.0,905.0,7,2026-04-22,740.0,7.0,540.47,0.1268681997422934,1.001284160344515,2.0,0.85,98.15,79.9,187.76
66330,2026-04-22 08:00:00+00:00,1195,1185.0,1182.0,6.0,1167.0,8,2026-04-22,915.0,6.0,531.07,0.1268681997422934,1.0050789526870891,2.0,0.85,128.11,99.17,232.17
66330,2026-04-22 09:00:00+00:00,1981,1974.0,1964.0,8.0,1952.0,9,2026-04-22,1598.0,3.0,535.77,0.1268681997422934,1.015644275641629,1.7256194251734391,0.85,215.11,175.02,349.84
66330,2026-04-22 10:00:00+00:00,2720,2714.0,2698.0,13.0,2670.0,10,2026-04-22,2221.0,7.0,547.52,0.1268681997422934,1.0375286663287155,1.1796009620270316,0.85,301.87,248.5,332.38
66330,2026-04-22 11:00:00+00:00,3835,3823.0,3807.0,14.0,3779.0,11,2026-04-22,3164.0,6.0,549.87,0.1268681997422934,1.0701127791564455,1.0473082706766916,0.85,439.32,365.12,420.4
66330,2026-04-22 12:00:00+00:00,4130,4120.0,4106.0,10.0,4083.0,12,2026-04-22,3404.0,5.0,540.47,0.1268681997422934,1.10201349172765,1.0286532951289398,0.85,487.95,404.53,444.23
66330,2026-04-22 13:00:00+00:00,3708,3699.0,3684.0,16.0,3651.0,13,2026-04-22,3159.0,12.0,554.57,0.1268681997422934,1.1155964303431323,1.0,0.85,443.2,380.04,400.78
66330,2026-04-22 14:00:00+00:00,4296,4288.0,4272.0,14.0,4254.0,14,2026-04-22,3606.0,11.0,549.87,0.1268681997422934,1.10201349172765,0.9253314909786623,0.85,507.68,428.53,423.33
66330,2026-04-22 15:00:00+00:00,4719,4713.0,4703.0,19.0,4681.0,15,2026-04-22,3993.0,11.0,561.62,0.1268681997422934,1.0701127791564455,0.9306234800502419,0.85,542.72,460.79,471.44
66330,2026-04-22 16:00:00+00:00,4730,4720.0,4703.0,18.0,4681.0,16,2026-04-22,4018.0,12.0,559.27,0.1268681997422934,1.0375286663287155,0.936983721243105,0.85,526.2,449.55,477.63
66330,2026-04-22 17:00:00+00:00,5009,5003.0,4990.0,13.0,4977.0,17,2026-04-22,4292.0,6.0,547.52,0.1268681997422934,1.015644275641629,0.985064071737716,0.85,546.53,470.08,536.39
66330,2026-04-22 18:00:00+00:00,3849,3844.0,3838.0,9.0,3826.0,18,2026-04-22,3263.0,6.0,538.12,0.1268681997422934,1.0050789526870891,1.230146954924403,0.85,415.98,353.66,509.25
66330,2026-04-22 19:00:00+00:00,2428,2418.0,2412.0,9.0,2405.0,19,2026-04-22,2055.0,6.0,538.12,0.1268681997422934,1.001284160344515,1.5151633816299004,0.85,260.44,221.89,395.02
66330,2026-04-22 20:00:00+00:00,1881,1874.0,1867.0,7.0,1852.0,20,2026-04-22,1455.0,3.0,533.42,0.1268681997422934,1.0002528661646692,2.0,0.85,201.38,156.94,369.19
66330,2026-04-22 21:00:00+00:00,1138,1132.0,1127.0,1.0,1122.0,21,2026-04-22,852.0,1.0,519.33,0.1268681997422934,1.000038778282299,2.0,0.85,121.54,91.88,216.18
66330,2026-04-22 22:00:00+00:00,573,566.0,566.0,0.0,563.0,22,2026-04-22,434.0,0.0,516.98,0.1268681997422934,1.0000046314053592,2.0,0.85,61.04,46.8,110.12
66330,2026-04-22 23:00:00+00:00,304,302.0,300.0,0.0,297.0,23,2026-04-22,237.0,0.0,516.98,0.1268681997422934,1.0000004307878039,2.0,0.85,32.35,25.56,60.14
66330,2026-04-23 00:00:00+00:00,158,148.0,145.0,0.0,144.0,0,2026-04-23,139.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,15.64,14.99,35.27
66330,2026-04-23 01:00:00+00:00,68,64.0,63.0,1.0,63.0,1,2026-04-23,60.0,1.0,519.33,0.1268681997422934,1.0000000017605313,2.0,0.85,6.79,6.47,15.22
66330,2026-04-23 02:00:00+00:00,71,67.0,65.0,0.0,62.0,2,2026-04-23,63.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,7.01,6.79,15.99
66330,2026-04-23 03:00:00+00:00,139,136.0,136.0,0.0,135.0,3,2026-04-23,134.0,0.0,516.98,0.1268681997422934,1.0000004307878039,2.0,0.85,14.67,14.45,34.0
66330,2026-04-23 04:00:00+00:00,139,137.0,135.0,0.0,133.0,4,2026-04-23,122.0,0.0,516.98,0.1268681997422934,1.0000046314053592,2.0,0.85,14.56,13.16,30.96
66330,2026-04-23 05:00:00+00:00,345,340.0,336.0,0.0,331.0,5,2026-04-23,306.0,0.0,516.98,0.1268681997422934,1.000038778282299,2.0,0.85,36.23,33.0,77.64
66330,2026-04-23 06:00:00+00:00,585,584.0,583.0,9.0,578.0,6,2026-04-23,510.0,7.0,538.12,0.1268681997422934,1.0002528661646692,2.0,0.85,62.89,55.01,129.41
66330,2026-04-23 07:00:00+00:00,927,919.0,917.0,6.0,905.0,7,2026-04-23,817.0,4.0,531.07,0.1268681997422934,1.001284160344515,2.0,0.85,99.01,88.22,207.3
66330,2026-04-23 08:00:00+00:00,1280,1273.0,1270.0,10.0,1257.0,8,2026-04-23,1206.0,8.0,540.47,0.1268681997422934,1.0050789526870891,2.0,0.85,137.65,130.71,306.01
66330,2026-04-23 09:00:00+00:00,2090,2087.0,2076.0,14.0,2067.0,9,2026-04-23,1950.0,11.0,549.87,0.1268681997422934,1.015644275641629,1.7256194251734391,0.85,227.37,213.57,426.91
66330,2026-04-23 10:00:00+00:00,3626,3618.0,3605.0,14.0,3579.0,10,2026-04-23,3395.0,12.0,549.87,0.1268681997422934,1.0375286663287155,1.1796009620270316,0.85,403.35,379.85,508.07
66330,2026-04-23 11:00:00+00:00,3640,3629.0,3612.0,19.0,3587.0,11,2026-04-23,3458.0,18.0,561.62,0.1268681997422934,1.0701127791564455,1.0473082706766916,0.85,416.82,399.05,459.46
66330,2026-04-23 12:00:00+00:00,3749,3747.0,3729.0,19.0,3711.0,12,2026-04-23,3556.0,18.0,561.62,0.1268681997422934,1.10201349172765,1.0286532951289398,0.85,443.15,422.59,464.07
66330,2026-04-23 13:00:00+00:00,5820,5817.0,5802.0,52.0,5784.0,13,2026-04-23,5683.0,50.0,639.15,0.1268681997422934,1.1155964303431323,1.0,0.85,698.0,683.69,720.99
66330,2026-04-23 14:00:00+00:00,6574,6568.0,6556.0,61.0,6538.0,14,2026-04-23,6449.0,59.0,660.3,0.1268681997422934,1.10201349172765,0.9253314909786623,0.85,779.11,766.39,757.08
66330,2026-04-23 15:00:00+00:00,6347,6337.0,6321.0,52.0,6297.0,15,2026-04-23,6168.0,45.0,639.15,0.1268681997422934,1.0701127791564455,0.9306234800502419,0.85,729.44,711.78,728.23
66330,2026-04-23 16:00:00+00:00,7237,7233.0,7219.0,66.0,7194.0,16,2026-04-23,7054.0,59.0,672.04,0.1268681997422934,1.0375286663287155,0.936983721243105,0.85,807.7,789.24,838.53
66330,2026-04-23 17:00:00+00:00,6664,6658.0,6646.0,53.0,6621.0,17,2026-04-23,6518.0,47.0,641.5,0.1268681997422934,1.015644275641629,0.985064071737716,0.85,727.9,713.88,814.58
66330,2026-04-23 18:00:00+00:00,5534,5529.0,5511.0,54.0,5495.0,18,2026-04-23,5387.0,46.0,643.85,0.1268681997422934,1.0050789526870891,1.230146954924403,0.85,597.31,583.87,840.73
66330,2026-04-23 19:00:00+00:00,4824,4816.0,4810.0,36.0,4798.0,19,2026-04-23,4694.0,32.0,601.56,0.1268681997422934,1.001284160344515,1.5151633816299004,0.85,519.37,506.84,902.31
66330,2026-04-23 20:00:00+00:00,2395,2390.0,2388.0,26.0,2380.0,20,2026-04-23,2296.0,23.0,578.06,0.1268681997422934,1.0002528661646692,2.0,0.85,257.58,247.66,582.58
66330,2026-04-23 21:00:00+00:00,1926,1920.0,1917.0,23.0,1911.0,21,2026-04-23,1858.0,19.0,571.01,0.1268681997422934,1.000038778282299,2.0,0.85,206.73,200.37,471.44
66330,2026-04-23 22:00:00+00:00,2037,2032.0,2026.0,16.0,2024.0,22,2026-04-23,1976.0,14.0,554.57,0.1268681997422934,1.0000046314053592,2.0,0.85,218.48,213.09,501.38
66330,2026-04-23 23:00:00+00:00,792,790.0,786.0,2.0,785.0,23,2026-04-23,767.0,2.0,521.67,0.1268681997422934,1.0000004307878039,2.0,0.85,84.76,82.71,194.62
66330,2026-04-24 00:00:00+00:00,668,659.0,659.0,6.0,657.0,0,2026-04-24,639.0,4.0,531.07,0.1268681997422934,1.0000000312061639,2.0,0.85,71.07,68.91,162.14
66330,2026-04-24 01:00:00+00:00,380,378.0,377.0,1.0,373.0,1,2026-04-24,355.0,0.0,519.33,0.1268681997422934,1.0000000017605313,2.0,0.85,40.65,38.28,90.08
66330,2026-04-24 02:00:00+00:00,292,290.0,290.0,4.0,286.0,2,2026-04-24,271.0,2.0,526.37,0.1268681997422934,1.0000000312061639,2.0,0.85,31.27,29.22,68.76
66330,2026-04-24 03:00:00+00:00,327,326.0,324.0,3.0,320.0,3,2026-04-24,320.0,3.0,524.02,0.1268681997422934,1.0000004307878039,2.0,0.85,34.94,34.51,81.2
66330,2026-04-24 04:00:00+00:00,353,347.0,345.0,2.0,344.0,4,2026-04-24,323.0,1.0,521.67,0.1268681997422934,1.0000046314053592,2.0,0.85,37.2,34.83,81.96
66330,2026-04-24 05:00:00+00:00,743,741.0,738.0,6.0,736.0,5,2026-04-24,685.0,5.0,531.07,0.1268681997422934,1.000038778282299,2.0,0.85,79.59,73.87,173.81
66330,2026-04-24 06:00:00+00:00,1056,1053.0,1049.0,3.0,1046.0,6,2026-04-24,939.0,1.0,524.02,0.1268681997422934,1.0002528661646692,2.0,0.85,113.15,101.29,238.26
66330,2026-04-24 07:00:00+00:00,2004,1998.0,1993.0,17.0,1979.0,7,2026-04-24,1891.0,11.0,556.92,0.1268681997422934,1.001284160344515,2.0,0.85,215.2,204.18,479.82
66330,2026-04-24 08:00:00+00:00,2394,2389.0,2382.0,28.0,2372.0,8,2026-04-24,2191.0,18.0,582.76,0.1268681997422934,1.0050789526870891,2.0,0.85,258.17,237.47,555.94
66330,2026-04-24 09:00:00+00:00,3933,3925.0,3913.0,26.0,3899.0,9,2026-04-24,3668.0,20.0,578.06,0.1268681997422934,1.015644275641629,1.7256194251734391,0.85,428.57,401.74,803.02
66330,2026-04-24 10:00:00+00:00,5377,5365.0,5357.0,47.0,5329.0,10,2026-04-24,4986.0,34.0,627.4,0.1268681997422934,1.0375286663287155,1.1796009620270316,0.85,599.37,557.86,746.17
66330,2026-04-24 11:00:00+00:00,5451,5443.0,5423.0,25.0,5399.0,11,2026-04-24,5014.0,19.0,575.71,0.1268681997422934,1.0701127791564455,1.0473082706766916,0.85,625.81,578.61,666.21
66330,2026-04-24 12:00:00+00:00,4179,4173.0,4163.0,15.0,4148.0,12,2026-04-24,3810.0,9.0,552.22,0.1268681997422934,1.10201349172765,1.0286532951289398,0.85,494.73,452.78,497.22
66330,2026-04-24 13:00:00+00:00,3912,3905.0,3886.0,18.0,3872.0,13,2026-04-24,3573.0,11.0,559.27,0.1268681997422934,1.1155964303431323,1.0,0.85,467.5,429.84,453.3
66330,2026-04-24 14:00:00+00:00,4220,4215.0,4206.0,26.0,4177.0,14,2026-04-24,3860.0,16.0,578.06,0.1268681997422934,1.10201349172765,0.9253314909786623,0.85,499.84,458.72,453.15
66330,2026-04-24 15:00:00+00:00,4615,4612.0,4606.0,20.0,4579.0,15,2026-04-24,4257.0,13.0,563.97,0.1268681997422934,1.0701127791564455,0.9306234800502419,0.85,531.53,491.25,502.61
66330,2026-04-24 16:00:00+00:00,4092,4090.0,4079.0,18.0,4062.0,16,2026-04-24,3771.0,14.0,559.27,0.1268681997422934,1.0375286663287155,0.936983721243105,0.85,456.38,421.92,448.27
66330,2026-04-24 17:00:00+00:00,3922,3920.0,3916.0,15.0,3898.0,17,2026-04-24,3638.0,10.0,552.22,0.1268681997422934,1.015644275641629,0.985064071737716,0.85,428.9,398.45,454.65
66330,2026-04-24 18:00:00+00:00,3436,3431.0,3419.0,17.0,3404.0,18,2026-04-24,3138.0,10.0,556.92,0.1268681997422934,1.0050789526870891,1.230146954924403,0.85,370.57,340.11,489.74
66330,2026-04-24 19:00:00+00:00,2829,2822.0,2818.0,17.0,2803.0,19,2026-04-24,2602.0,13.0,556.92,0.1268681997422934,1.001284160344515,1.5151633816299004,0.85,304.28,280.95,500.17
66330,2026-04-24 20:00:00+00:00,2074,2065.0,2057.0,13.0,2049.0,20,2026-04-24,1804.0,7.0,547.52,0.1268681997422934,1.0002528661646692,2.0,0.85,221.88,194.59,457.74
66330,2026-04-24 21:00:00+00:00,1399,1396.0,1396.0,3.0,1393.0,21,2026-04-24,1222.0,1.0,524.02,0.1268681997422934,1.000038778282299,2.0,0.85,150.55,131.78,310.07
66330,2026-04-24 22:00:00+00:00,768,761.0,761.0,3.0,760.0,22,2026-04-24,662.0,2.0,524.02,0.1268681997422934,1.0000046314053592,2.0,0.85,82.07,71.39,167.97
66330,2026-04-24 23:00:00+00:00,381,379.0,378.0,5.0,376.0,23,2026-04-24,315.0,4.0,528.72,0.1268681997422934,1.0000004307878039,2.0,0.85,40.76,33.97,79.93
66330,2026-04-25 00:00:00+00:00,300,292.0,290.0,0.0,290.0,0,2026-04-25,245.0,0.0,516.98,0.1268681997422934,1.0000000312061639,2.0,0.85,31.27,26.42,62.17
66330,2026-04-25 01:00:00+00:00,175,169.0,169.0,1.0,168.0,1,2026-04-25,151.0,0.0,519.33,0.1268681997422934,1.0000000017605313,2.0,0.85,18.22,16.28,38.31
66330,2026-04-25 02:00:00+00:00,64,64.0,62.0,2.0,62.0,2,2026-04-25,55.0,0.0,521.67,0.1268681997422934,1.0000000312061639,2.0,0.85,6.69,5.93,13.96
66330,2026-04-25 03:00:00+00:00,112,109.0,108.0,0.0,107.0,3,2026-04-25,65.0,0.0,516.98,0.1268681997422934,1.0000004307878039,2.0,0.85,11.65,7.01,16.49
66330,2026-04-25 04:00:00+00:00,193,184.0,183.0,3.0,181.0,4,2026-04-25,152.0,2.0,524.02,0.1268681997422934,1.0000046314053592,2.0,0.85,19.73,16.39,38.57
66330,2026-04-25 05:00:00+00:00,449,443.0,441.0,1.0,440.0,5,2026-04-25,384.0,1.0,519.33,0.1268681997422934,1.000038778282299,2.0,0.85,47.56,41.41,97.43
66330,2026-04-25 06:00:00+00:00,453,449.0,448.0,3.0,441.0,6,2026-04-25,383.0,2.0,524.02,0.1268681997422934,1.0002528661646692,2.0,0.85,48.32,41.31,97.18
66330,2026-04-25 07:00:00+00:00,997,994.0,992.0,3.0,985.0,7,2026-04-25,873.0,3.0,524.02,0.1268681997422934,1.001284160344515,2.0,0.85,107.11,94.26,221.51
66330,2026-04-25 08:00:00+00:00,2436,2429.0,2422.0,8.0,2404.0,8,2026-04-25,2113.0,5.0,535.77,0.1268681997422934,1.0050789526870891,2.0,0.85,262.51,229.02,536.15
66330,2026-04-25 09:00:00+00:00,5739,5732.0,5713.0,7.0,5696.0,9,2026-04-25,5338.0,5.0,533.42,0.1268681997422934,1.015644275641629,1.7256194251734391,0.85,625.72,584.64,1168.63
66330,2026-04-25 10:00:00+00:00,7600,7595.0,7582.0,13.0,7557.0,10,2026-04-25,7120.0,10.0,547.52,0.1268681997422934,1.0375286663287155,1.1796009620270316,0.85,848.31,796.62,1065.54
66330,2026-04-25 11:00:00+00:00,6648,6639.0,6620.0,13.0,6597.0,11,2026-04-25,6159.0,10.0,547.52,0.1268681997422934,1.0701127791564455,1.0473082706766916,0.85,763.94,710.74,818.35
66330,2026-04-25 12:00:00+00:00,7705,7698.0,7678.0,22.0,7651.0,12,2026-04-25,7109.0,16.0,568.67,0.1268681997422934,1.10201349172765,1.0286532951289398,0.85,912.45,844.83,927.75
66330,2026-04-25 13:00:00+00:00,7800,7789.0,7764.0,20.0,7738.0,13,2026-04-25,7233.0,15.0,563.97,0.1268681997422934,1.1155964303431323,1.0,0.85,934.04,870.16,917.64
66330,2026-04-25 14:00:00+00:00,8317,8310.0,8285.0,21.0,8260.0,14,2026-04-25,7837.0,15.0,566.32,0.1268681997422934,1.10201349172765,0.9253314909786623,0.85,984.58,931.34,920.03
66330,2026-04-25 15:00:00+00:00,7685,7678.0,7654.0,26.0,7625.0,15,2026-04-25,7409.0,21.0,578.06,0.1268681997422934,1.0701127791564455,0.9306234800502419,0.85,883.26,854.99,874.75
